HITId	tweet	sentiment	directness	annotator_sentiment	target	group
NULL	معناها حقو الشحاذ يعيط عليكي هههه	NULL	NULL	NULL	NULL	NULL
480.0	@user @user ماشفنا هاشتاقات وترند ابناء الوطن والدين يصورون مع متبرجه ولا تبروا منهم وقالوا متجنسين	offensive	indirect	indifference_disgust	gender	other
NULL	I live for two-bite brownies	NULL	NULL	NULL	NULL	NULL
NULL	I ate a monkey. #AndNowIHaveEbola	NULL	NULL	NULL	NULL	NULL
3173.0	@user @user illegal aliens rights except return home	offensive	indirect	anger_fear	origin	immigrants
NULL	الوزير جبران باسيل ظاهرة لن تكرر   	NULL	NULL	NULL	NULL	NULL
239.0	@user @user @user اكيد ، شرابين بول البعير في وادي والشعوب الثانيه في وداي اخر	offensive	direct	anger_disgust	origin	other
NULL	هذا المليار ليس حبا للبنان وليس تبرع ولاهديه علشان يشري ضمائر ويشري ناس حقيره تساعده  	NULL	NULL	NULL	NULL	NULL
NULL	دخلك انت مش مطلوب عالقضاء	NULL	NULL	NULL	NULL	NULL
1312.0	بغض النظر عن أن بول البعير وانتوا بكرامه يساعد بعلاج بعض الأمراض.... أول واحد اكتشف هالشي، شنو كان يسوي بالضبط ببول البعير؟	abusive_disrespectful	indirect	indifference	origin	other
NULL	كالأسد الرابض 	NULL	NULL	NULL	NULL	NULL
1830.0	@user times afraid going full retard	offensive	indirect	sadness_disgust	disability	special_needs
NULL	@SalaciousSully hopefully not back in da ghetto?	NULL	NULL	NULL	NULL	NULL
NULL	هههههههههههه ما رح يرد لان شي مخجل صدقيني بس اذا بدك تعرفي وكتير حابي سألي عن ماضي وهاب بتعرفي جواب 	NULL	NULL	NULL	NULL	NULL
NULL	عماد عثمان رمز الفساد وكل مين عم يشد عاايدوا 	NULL	NULL	NULL	NULL	NULL
1025.0	خنازير الشمال الخونة يطلقون على اي سعودي شريف يدافع عن وطنه ضد خبثهم مسمى وطنجي لانهم مو متوقعين فيه شعب يدافع… @url	hateful	direct	anger_disgust	other	other
12.0	خنازير فعلت فعلاً ..	abusive_disrespectful	indirect	indifference	other	other
1252.0	@user @user خنازير الخليج	hateful	direct	shock	origin	other
NULL	لو بدا تتاجر كانت من أول يوم أعلنت مرضها بس يا سيد لي كشف أنو مريضة هوي المركز لي تعالجت فيه من بعد شفائها ورجعت هيي أعلنت هلق إذا هيي ضد توجهاتك السياسية مش ضروري تكون رخيصة هيي إمرأة إرادتها قوية وبحقلا متلا متل	NULL	NULL	NULL	NULL	NULL
742.0	@user thank much. another shithole country full violence hate arrogant @url	offensive	indirect	sadness_disgust	other	other
NULL	~~Ruffled | Ntac Eileen Dahlia - Beautiful color combination of pink, orange, yellow &amp; white. A Coll http://t.co/H0dYEBvnZB	NULL	NULL	NULL	NULL	NULL
NULL	عندما يتوقف شاب بتهمة المخدرات يتسارع بعض المتملقين لإخراجه من السجن  فمجددا بفضل المرجع الكبير	NULL	NULL	NULL	NULL	NULL
NULL	هنيئا لنا هذه القمة  من السيئ الى الأسوأ دمت لنا فخرا و معلم يا قائد 	NULL	NULL	NULL	NULL	NULL
5212.0	@user best part someone called mongoloid!	offensive	indirect	sadness_indifference	origin	other
3399.0	absolute cunt. fucking point this? different shooting target range fucki @url	fearful_abusive_offensive_hateful_disrespectful	indirect	anger_indifference	gender	women
995.0	و انتي لو دايرة تمشي متبرجة على راحتك	offensive	direct	indifference	gender	women
NULL	"Giants vs. stinky birds Sunday 
...think Ima make some wings &#128522;"	NULL	NULL	NULL	NULL	NULL
NULL	@elise_palmer youre cheating on mickey bubbles! :O	NULL	NULL	NULL	NULL	NULL
NULL	sheryl crow being the bae	NULL	NULL	NULL	NULL	NULL
887.0	@user @user البعير رمز لابن الصحراء العربي الاصيل لكن انت تشرب من بول الخميني مخلوط مع بول كلب لكونك بدون اصل استمتع	hateful	indirect	anger_disgust	origin	other
NULL	ميريام كلينك حالة نادرة لن تتكرر  يصلح أن تُدرَس وتُدَرَّس في الجامعات قسم علم النفس	NULL	NULL	NULL	NULL	NULL
338.0	بعض الدكاتره والاساتذه بالجامعه يستغل مكانه الاكاديمي في التحرش بالطالبات	fearful	indirect	disgust	gender	women
666.0	والله احنا كلنا مبسوطين ... الافارقة ، المصريين ، العرب ، واحنا !!	normal	indirect	indifference	other	arabs
755.0	fucking retard. @url	abusive_offensive	indirect	confusion_fear_shock_sadness_disgust	disability	special_needs
2941.0	@user @user agreed. stop funding middle east. mean every last @url	offensive	indirect	anger_disgust	other	other
194.0	@user @user لو انها بنت سعوديه يالكلب الخسيس كنت تنابح ضدها متبرجه وكاشفه هههه اما ذي لا كويسه ابوك ياخروف	offensive	direct	anger_disgust	origin	women
NULL	RT @NormSanders: I much prefer this classic blue and yellow Rams uniform to anything we've seen since that magical year. Not even close #st&#8230;	NULL	NULL	NULL	NULL	NULL
NULL	RT @pambesteder: **WOW* according to this tweet by @Tarascan68 Obama must have been an Uncle Tom? http://t.co/Klcsgy9JPW	NULL	NULL	NULL	NULL	NULL
3041.0	@user ما مبروك حققت الخاأت الاربع خائن خبيث  خبل خنزير	abusive_hateful	direct	shock	other	individual
4229.0	ever call us we'll come. never taking account little cunt are. we'll save getting @url	offensive	indirect	sadness_disgust	origin	women
NULL	@KristynEdwards why were there penguins and a bird in the puppy bowl???	NULL	NULL	NULL	NULL	NULL
18.0	@user mexican spic dora	hateful_disrespectful	indirect	shock_disgust	origin	other
NULL	The Saints are pure trash lol smh	NULL	NULL	NULL	NULL	NULL
2115.0	لقطات منحرفة ومضحكة | الخطايا السبع المميته |مليوداس: @url عبر	abusive_normal	indirect	indifference	other	other
NULL	New test makes your poop neon colored if you have colon cancer &#8594; http://t.co/GiGzo0ntpD	NULL	NULL	NULL	NULL	NULL
NULL	العهد القوي هو لبنان مش بس جبران باسيل أو ميشال عون يعني الخسارة علينا كلنا، والربح لألنا كلنا لازم نعرف انو ال…	NULL	NULL	NULL	NULL	NULL
2919.0	@user لا مش حكم كلاب ده حكم خنازير الكلب اوفى وانضف من الخنازير ولاد الخنازير	abusive_hateful	indirect	shock	other	other
2610.0	@user @user russia shithole country	offensive	indirect	shock_disgust	origin	other
NULL	@IamSaintBryan they call me yellow bone	NULL	NULL	NULL	NULL	NULL
NULL	بالمباشر يتابع القمة الاقتصادية ما قبلها وما بعدها	NULL	NULL	NULL	NULL	NULL
2016.0	نجنب عن الي حبهم لـ الحريم ريام	normal	indirect	indifference	origin	individual
2952.0	@user twat make sure add beans degenerate	abusive_hateful	indirect	indifference_disgust	origin	women
5110.0	wait nvm i'm retarded got one seth nncarry	offensive_disrespectful	indirect	confusion_disgust	disability	special_needs
NULL	وهاب ل المشنوق الذي يستقوي على الصغار ويهاب الكبار يكون رعديداً 	NULL	NULL	NULL	NULL	NULL
NULL	These peanut butter brownies bout to give me life too! &#128523;	NULL	NULL	NULL	NULL	NULL
NULL	@idkconstancio I'm trash	NULL	NULL	NULL	NULL	NULL
NULL	"&#8220;@El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221;
Uighur Jihadis: they're not just a PRC tool."	NULL	NULL	NULL	NULL	NULL
NULL	واولهم معلمك جبران باسيل بيو كان يبيع ليموناضة كحيان من وين جاب ثروته عون كان قائد جيش من جاب ثروته بس يرجعو أموال الشعب	NULL	NULL	NULL	NULL	NULL
NULL	صفقات البلديات ما فهمت والله شو بتقصد، بتقصد صفقة مارسيلينو الحرك مع جبران باسيل ببل…	NULL	NULL	NULL	NULL	NULL
NULL	RT @eidolon_ebooks: dreamt i was in a trash bag, btw.	NULL	NULL	NULL	NULL	NULL
NULL	She's just mad cuz her big toe looks like an angry bird! Haha	NULL	NULL	NULL	NULL	NULL
NULL	RT @zoejoiner: if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;	NULL	NULL	NULL	NULL	NULL
NULL	I see u jigga!!!! Hillary $wankin	NULL	NULL	NULL	NULL	NULL
243.0	@user @user @user يا خنزير  لا  تستعجل.  جايكم الدور  خلينا نربيكم في اليمن ونربي قطر. و… @url	hateful	direct	indifference	origin	individual
NULL	RT @Oreo: @Honda Wow, and we thought we were the only ones with a luxurious interior #OreoLove #StufOfLegend	NULL	NULL	NULL	NULL	NULL
1492.0	يا كلب يا خنزير تراقب  مكوة امك  القحبه  وانت يا كلب فرحان	offensive	direct	disgust	gender	individual
NULL	RT @rightwingertoo: Uh oh: California solar plant fries thousands of birds in mid-flight - Hot Air http://t.co/8ZQnLR5fH5	NULL	NULL	NULL	NULL	NULL
3233.0	@user لاتكثرو من شرب بول البعير	abusive_hateful	direct	anger_disgust	other	other
310.0	@user @user shut retard @url	offensive	indirect	anger_confusion_fear_shock_indifference	disability	special_needs
NULL	When Charlie tries to walk into my room and it can't remember if I locked the door or not http://t.co/FrTigzzPQf	NULL	NULL	NULL	NULL	NULL
NULL	cleaned all the bird nests out of the downspouts and ready for more rain, the baby birds are out now. respect the birds.....and bees (:	NULL	NULL	NULL	NULL	NULL
2916.0	inbreed mongoloid americanized unamerican brazil military police government good shots got @url	normal	indirect	anger_indifference	disability	special_needs
5529.0	@user raghead camel shagger?	normal	indirect	sadness_disgust	religion	other
2533.0	@user complete twat lmao. could learn edit edit teamtage  don' think @url	offensive_disrespectful	indirect	anger_sadness	other	other
723.0	@user @user @user شوف حساب الشخص الي قاله خنزير كله حاجات غير جيدة .	disrespectful_normal	direct	indifference	other	individual
1325.0	nyaa said shhh side nigga calling n told gts retarded	fearful_abusive_offensive_hateful_normal	indirect	sadness_indifference	origin	special_needs
2264.0	لا للتصنيف عندما يتوقف تصنيف التي لم تتزوج بالبايرة، عندما يتوقف وصف المطلقة بالعاهرة عندما يتوقف تصنيف ا…	normal	indirect	shock	gender	women
NULL	"@Persianboi10 @RyanTBurnss HAHAHA ""chunky goalkeeper makes a save with his stomach"""	NULL	NULL	NULL	NULL	NULL
1607.0	right cuz people fleeing shithole countries made sure pack iphones could check tw @url	fearful_offensive_disrespectful_hateful_normal	indirect	sadness_indifference	origin	immigrants
3510.0	normal people laugh: hehe *cute smile*... laughing: hahahahahahahahahahahahaha *claps hands like retarded seal*	disrespectful_normal	indirect	fear_shock	other	special_needs
NULL	Hey if I stir a Spider, Rockstar, and Monster together and chug it, would I /definitely/ be hospitalized or just maybe? Asking for a friend	NULL	NULL	NULL	NULL	NULL
NULL	"@NYRKelsMads 
I be wishin you was local. I takes you to da Yankee game and spoil you"	NULL	NULL	NULL	NULL	NULL
NULL	قد ما عم نشم الريحة على طريق المطار صار عنا عدوى الاستبقار هيدي لبتجي بعد الاستحمار لانو الحمار بعد كم مشوار بصير يعرف الطريق لحالو بس البقر قد ما تعلمو ما بيتعلم بضل هايش ونحنا هيك صرنا شعب هايش وعنا جنون البقر	NULL	NULL	NULL	NULL	NULL
NULL	@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!	NULL	NULL	NULL	NULL	NULL
NULL	@CallNeeshCakey pop wop and drop it tho	NULL	NULL	NULL	NULL	NULL
2414.0	dude straight cunt. @url	offensive	indirect	anger_fear_shock_indifference_disgust	gender	women
1217.0	@user @user لسنا عرب و هذا الإنسان وسخ و متعجرف و لا نريده في بلدنا فليطور بلده و يخلينا مرتاحين	offensive	direct	anger_disgust	origin	individual
5.0	هذه السعودية التي شعبها شعب الخيم و بول البعير  الذي يستهزأ بها الناس	normal	indirect	indifference	origin	other
5028.0	got opening wallet new credit card. who's filling slot. nnwhich faggot thinks worth that. @url	normal	indirect	fear_disgust	other	other
614.0	يوسف سيف بيقول مااجمل الكورة الاطفال مبسوطين النساء مبسوطين حتى الافارقة مبسوطين كل الناس مبسوطين..كلهم مبسوطين فعل… @url	offensive	direct	indifference	other	individual
NULL	كان الزلمي معتذر رئيس جمهوريتك وصهرو قلقو ربو هني ويتصلو 	NULL	NULL	NULL	NULL	NULL
815.0	ممكن تعطينى دليل واحد من كتبك او من علمائك على حرمة اوكراهية شرب بول البعير   .... @url	normal	direct	indifference	other	individual
NULL	RT @michael28754837: Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&#9918;&#65039;&#9918;&#65039;&#9918;&#65039;	NULL	NULL	NULL	NULL	NULL
NULL	ما هم إلا عبيد مأمورين لسيدهم الاميركي والصهيوني ولكن خسئوا تحطمت مؤامرتهم على أسوار دمشق المنيعة تحت ا… 	NULL	NULL	NULL	NULL	NULL
NULL	وئام وهاب يشتم يتيم المجد    	NULL	NULL	NULL	NULL	NULL
1423.0	timer starts faggot 	offensive_hateful	direct	anger_fear_shock_sadness_disgust	sexual_orientation	left_wing_people
3125.0	@user ويقهرون لما يقولون اللي يعجبونهم المنقبات والاطفال مريضين نفسيا ويبررون التحرش للباقيين ؟ وانتو ايش ان شاء… @url	normal	indirect	confusion_indifference	other	other
NULL	كيف بيطفوك انت يا حبيبي الجماعة دعموا الدولة مش سعد الحريري خلص سكوت	NULL	NULL	NULL	NULL	NULL
5052.0	gavin newsom wants give illegal aliens free healthcare.	hateful	direct	shock_disgust	origin	other
NULL	Sore Loser Charlie Crist Won&#8217;t Give Concession Speech, Calls For Recount http://t.co/MVhecTyUYs #tcot #pjnet	NULL	NULL	NULL	NULL	NULL
NULL	The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.	NULL	NULL	NULL	NULL	NULL
1463.0	@user @user تقصد 500 مليار دولار يا خنازير ترمب	disrespectful	direct	indifference	other	other
NULL	إنتهت القمة و أثبت جبران باسيل، أنه رجل دولة بامتياز، و أنه المفكّر السياسي الأول على صعيد البلد	NULL	NULL	NULL	NULL	NULL
5155.0	went full retard..never go fullnretard..	offensive	indirect	confusion_disgust	disability	special_needs
3184.0	retard @user @url	offensive	indirect	fear_indifference_sadness_disgust	disability	special_needs
1062.0	هندوس علي وش امك انتا واللي معاك يا ولاد الوسخه..	abusive_offensive_hateful_disrespectful	direct	confusion_shock_indifference_disgust	other	other
5598.0	@user yes ching chong course	offensive	indirect	anger_sadness	origin	indian/hindu
1487.0	@user هل فقد بني يعرب كل التبن المحشي في رؤوسهم الصدئة؟ الظاهر انو الكبتاغون او بول البعير الذي يتعاطونه… @url	hateful	indirect	shock	origin	arabs
NULL	خلص يلا عمول متل وليد المعلم وامحيها عن الخريطة هههههههههه 	NULL	NULL	NULL	NULL	NULL
NULL	النائب جهاد الصمد للوزير جبران باسيل من وهلق شو ممنوع المس بالطائف ومن استعجل الشيء قبل أوانه عوقب بحرمانه	NULL	NULL	NULL	NULL	NULL
4095.0	people take hella xans acid think they're open minded nah fam u retarded	offensive	indirect	anger_sadness	disability	special_needs
NULL	dblite works like a charm in OpenWrt Arduino Yun with full test coverage. The gyp version would rarely made in there https://t.co/4JRj1Ezc1S	NULL	NULL	NULL	NULL	NULL
589.0	هآرتز: الاف من اللاجئين الافارقة (ربع مليون) في #مصر وقعوا ضحية لتجارة الاعضاء الغير قانونية!	normal	indirect	shock	origin	refugees
NULL	لم يقولوا جبران باسيل	NULL	NULL	NULL	NULL	NULL
464.0	sarah silverman gone total retard smh @url	offensive	indirect	anger_confusion_fear_shock_disgust	disability	individual
1801.0	@user @user @user انت عبد خنزير حاقد ياحفيد الفرنسيين يامطبل خليك في الجزائر وشوف الخزي والعار الي… @url	hateful	direct	anger_disgust	other	individual
105.0	@user everything enraging. smug little twat.	fearful_abusive_offensive_disrespectful_normal	indirect	anger_disgust	gender	women
NULL	RT @MaryWCVB: Charlie Baker about to make his final election eve campaign stop- here at Swampscott High School. #wcvb #wcvbpoli http://t.co&#8230;	NULL	NULL	NULL	NULL	NULL
NULL	Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only 22.99 a box!	NULL	NULL	NULL	NULL	NULL
5120.0	@user *feminazi sorry know feminists crazy	normal	indirect	anger_fear_shock_indifference_disgust	gender	women
3146.0	@user لأنك كلب ابن ستين كلب مين بدو يصدقك يا خنزير	offensive	direct	shock	other	individual
NULL	RT @PrettyMillz: My car insurance is trash !!!	NULL	NULL	NULL	NULL	NULL
NULL	لو كل كلب عوى ألقمته حجراً لأصبح مثقال الحجر بدينار لازم يكون عندك ثروة هلق يا مليونير	NULL	NULL	NULL	NULL	NULL
1772.0	خنازير الجزيره منهجهم إخواني صريح يكذبون لينتصروا يعادون الإمارات يعادون مصر يعادون السعوديه وهم من صنفوا الإخوان ا… @url	hateful	direct	indifference	other	other
NULL	بس يا ريت حدا بيعطينا اسم هالفطحل يللي طلع بفكرة انو القطاع العام يسكر السبت	NULL	NULL	NULL	NULL	NULL
220.0	california candidate governor promises free health care illegal immigrants latest push financial @url	offensive	indirect	anger_disgust	origin	individual
NULL	لا أحد يواجه العرب غير أسيادك في طهران و الشام 	NULL	NULL	NULL	NULL	NULL
2954.0	@user منافق ووصولي وفاشل كلبك منطقي اكتر منك يا بهلة لا وش حلو ولا .....ناعمة جابوك لاءنك لسانك وسخ ومقرف… @url	disrespectful	direct	indifference_disgust	other	individual
4669.0	@user method madness ik im retarded im geniud	offensive	indirect	confusion_disgust	disability	other
559.0	#فيديو || هندوس غاضبون اتهموا مسلماً بالسرقة فضربوه حتى الموت بحضور 4 من رجال الشرطة @url	abusive_normal	indirect	sadness	religion	indian/hindu
5225.0	@user cause know spell retard wear	offensive	indirect	anger_sadness_shock_indifference_disgust	disability	special_needs
NULL	أين أنت جبران باسيل يا من لو كان لديك ذرة من الوطنية لعملت جاهدا على إنقاذ كارلوس غصن ونزار زكا من سجون الأجانب	NULL	NULL	NULL	NULL	NULL
3021.0	crazy half us 90's babies got old souls half retarded af.	normal	indirect	indifference_disgust	gender	women
NULL	@StunningStina their tortillas are trash though.	NULL	NULL	NULL	NULL	NULL
374.0	@user @user @user @user خنازير	disrespectful	direct	indifference	other	other
2201.0	yall see new papa johns commercial tryna make forgot founder saying nigger @user	fearful_offensive_hateful_disrespectful_normal	indirect	anger_sadness	origin	other
881.0	@user @user خنازير وحشيه مجوسيه تم جمعها في الزريبه الخلفيه لايران للتدمير والقتل والسرقه والارهاب	abusive_hateful	direct	shock	origin	other
2033.0	smell like cigarettesnyeah fuckin wonder dumb fuckin cunt leave tf alone	abusive_offensive	direct	anger_confusion_sadness_indifference_disgust	gender	women
NULL	RT @Sttbs73: I see the crazy #teabaggers have given up on defunding Obamacare and have moved on to using veterans! #1MVetMarch	NULL	NULL	NULL	NULL	NULL
NULL	ضحكة بلا سنان 	NULL	NULL	NULL	NULL	NULL
554.0	dan fife biggest retard laconia even close.	offensive	indirect	anger_confusion_shock_indifference_disgust	disability	special_needs
NULL	هيدا تدخل بالشؤون اللبنانية ما بيكفي عامل ميليشيا بأرضنا ومحتلنا 	NULL	NULL	NULL	NULL	NULL
NULL	ليه فاجعة؟ بس لإنو بجيب سيرة جبران باسيل؟ عم يدق بالزعيم؟	NULL	NULL	NULL	NULL	NULL
NULL	وزير الخارجية اللبناني جبران باسيل قال في سلسلة تغريداته عقب اختتام القمة العربية التنموية الاقتصادية والاجتماعية لمسنا تج…	NULL	NULL	NULL	NULL	NULL
NULL	سلمت يداك 	NULL	NULL	NULL	NULL	NULL
2832.0	@user والله مورينهو اكبر من ناديكم يا خنازير	offensive	direct	indifference	origin	other
1420.0	guy needs control alt delete self fuckin dirtyyy arrogant uneducated cunt wow @url	offensive	indirect	shock_disgust	other	women
NULL	وزير الخارجية جبران باسيل في مقابلته	NULL	NULL	NULL	NULL	NULL
1667.0	؛ متحنش لحد باعك يا وسخ.	abusive_disrespectful	direct	sadness	other	individual
2585.0	مصر الجديده دي مشوار وسخ ميتراحش تاني	abusive_disrespectful	indirect	indifference	other	other
1678.0	shoulda asked recite quentin tarantino dead nigger storage monologue	offensive	indirect	anger_shock	origin	individual
5432.0	: [i honestly hate get angry people say chink ching chong cing cong whatever fuck @url	offensive	indirect	anger_indifference	other	other
1965.0	seriously locking refugees offshore detention centres years barbaric everyone involved suffer cruelty.	abusive_offensive_hateful_disrespectful_normal	indirect	anger_confusion_fear_indifference_disgust	other	other
NULL	"Let's play ""What will the ghetto white girl with neck tattoos in front of me buy.""
If you answered Cigarillo's...you've seen this episode b4"	NULL	NULL	NULL	NULL	NULL
2471.0	@user twat gonna twat! 	fearful_abusive_hateful_disrespectful_normal	indirect	sadness_indifference	gender	special_needs
NULL	يا زلمي انت عندك مشكلة لازم تحلها او انو الانكليزي صعب عليك	NULL	NULL	NULL	NULL	NULL
NULL	I wanna go to a trash talk concert	NULL	NULL	NULL	NULL	NULL
1948.0	fuckin gimme scouse fucks todaywagner licks flopps assnatzi bunch wankers !i want mongy @url	hateful	indirect	sadness_disgust	other	other
4154.0	may role swara offered retard?nnso what's brag director thinks swara @url	offensive_disrespectful	indirect	fear_disgust	origin	special_needs
NULL	انت بتجيب لايكات وريتويتات بالحكي عال حركة متعود يعني اخدت ايدك	NULL	NULL	NULL	NULL	NULL
NULL	"The Walking Dead is trash people...

That is all. &#128514;"	NULL	NULL	NULL	NULL	NULL
3848.0	@user fans retarded tho gotta say	abusive_offensive	indirect	confusion_indifference	origin	special_needs
1852.0	و لو انت واحد اكيل و مزجانجي و (مسلم) هتقابل مشكلة تانيه و هي ان الاكل اغلبه بيحتوي علي دهن خنزير او لحم خنزير او م… @url	normal	direct	indifference	other	other
3254.0	اذا كانت المراه متبرجه وفاسقه ما تببرر للرجل النظر اليها يجب عليه انه يغض بصره ولا يكون فاسق واثم مثلها	normal	indirect	indifference	gender	women
2329.0	@user @user @user هههه  يعني  التحرش يفيد صح	offensive	direct	shock	gender	women
NULL	إلى شركائنا في الوطن من المرده إلى حركة أمل إلى القوات إلى الكتائب إلى الاشتراكي إلى فلنتفق على نقطة عدونا المو…	NULL	NULL	NULL	NULL	NULL
NULL	"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game."	NULL	NULL	NULL	NULL	NULL
NULL	such a sucker for some Oreos	NULL	NULL	NULL	NULL	NULL
NULL	@ColeMcDowell2 Waco is ghetto hahaha. Wait til we go pick up nat in Austin tomorrow	NULL	NULL	NULL	NULL	NULL
1511.0	hate every cunt planet swear	fearful_abusive_offensive_hateful_disrespectful	indirect	anger_confusion_sadness_shock_disgust	sexual_orientation	women
NULL	RT @That1guyJeff: RT @rebeccaisfresh: carrot cake is trash. too sweet. http://t.co/rxrowJMbW0	NULL	NULL	NULL	NULL	NULL
NULL	I have really light colored eyebrows naturally and it's not ok	NULL	NULL	NULL	NULL	NULL
5457.0	@user doreen snacks returns room find verything spic span including clothes @url	normal	indirect	shock_indifference	origin	other
NULL	Knock em down wit sum chunky &#128548;&#128299;	NULL	NULL	NULL	NULL	NULL
NULL	و هو بذاته يلي عمل فتنة بالبلد و هو كمان يلي بيستخدموا نظام الأسد مثل الدومينو و هو ك… 	NULL	NULL	NULL	NULL	NULL
NULL	شو وقفت عا هيذي مش فهمانا 	NULL	NULL	NULL	NULL	NULL
NULL	RT @KatiePavlich: Charlie Crist doesn't have any more political parties to join, but he could become a spokesman for a fan company.	NULL	NULL	NULL	NULL	NULL
2177.0	@user @user بول البعير الي تهرج عنه اطهر منك يانجس	offensive	direct	indifference	other	individual
NULL	"E250 5.4 motor and tranny

I have a 2008 5.4 triton motor and Transmission with 5,200 miles that came off a E250... http://t.co/d5gic83k0V"	NULL	NULL	NULL	NULL	NULL
373.0	@user @user @user @user بالله فين العنف الدنيا كلها تعج بالحريم لو في عنف ماشفناهم غيييير المق… @url	offensive	indirect	indifference	gender	women
1856.0	retard @url	fearful_offensive_hateful_disrespectful_normal	indirect	sadness_disgust	disability	special_needs
NULL	وطن يحتاج الى شعب جديد، لانو البشر بتروح وبتجي بس الارض والوطن باقي رغم فساد القوم يلي حاكم فيه هلاء 	NULL	NULL	NULL	NULL	NULL
1477.0	وده اتهام من خنازير للشيعه للنبى عليه الصلاة والسلام بأ… @url	offensive_hateful	indirect	anger_indifference	religion	other
NULL	Does it bother anyone else that the planet of the apes timeline makes no sense?	NULL	NULL	NULL	NULL	NULL
2170.0	مدري من قايل لها بنجيب خنزير مشوي وويسكي @url	abusive_disrespectful	indirect	anger_confusion_shock_indifference_disgust	other	other
2047.0	@user هو ف سواقة حريم وسواقة رجالة	normal	direct	shock	gender	women
NULL	RT @BaseballFact: At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ...	NULL	NULL	NULL	NULL	NULL
5295.0	une association qui vient en aide aux migrants @url	fearful_abusive_offensive_disrespectful_normal	indirect	anger_indifference	origin	other
2061.0	@user @user nd name ain't jamar retard	offensive	indirect	sadness_disgust	disability	special_needs
NULL	دويلة ؟ ودويلة معلمك 	NULL	NULL	NULL	NULL	NULL
NULL	التشكيك بصدق باسيل التشكيك بصدق السيد	NULL	NULL	NULL	NULL	NULL
NULL	@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme	NULL	NULL	NULL	NULL	NULL
NULL	@travistefft I know how you feel....I never thought I'd see the Sox win in my lifetime. Hope you can use Ant's Yankees hook up to see a game	NULL	NULL	NULL	NULL	NULL
2655.0	10th mongol derby (@user longest toughest horse race world 1000 km across mo @url	offensive	indirect	confusion_indifference	other	other
NULL	من فترة كنت عم تحيي اللواء عثمان لأنو ما قبل تدخل وليد بيك حسب زعمك وقلت بدنا هيك ضباط اكفاء بس الهيقة	NULL	NULL	NULL	NULL	NULL
NULL	RT @ShitPussiesSay: Dudes built like a crushed Twinkie http://t.co/1WsYI6gDVP	NULL	NULL	NULL	NULL	NULL
3217.0	america shithole country @url	offensive	indirect	anger_confusion_shock_indifference_disgust	origin	indian/hindu
1735.0	@user lmfaoooo bro faggot losers thing minny miracle	offensive	indirect	shock_disgust	sexual_orientation	other
NULL	انا وعم بحضر عل اليوم اختصاصية تغذية لاحظت شغلة ليه كل اختصاصيات التغذية بيحكوا بنفس الطريقة؟ 😀	NULL	NULL	NULL	NULL	NULL
1734.0	@user @user اشربي بول البعير و نامي	offensive	indirect	shock	origin	women
NULL	الوزير جبران باسيل كان اول من طرح موضوع عودتهم الى بلدهم ليس انطلاقاً من موقف عنصري معتبرا ان الجميع لاحقاً 	NULL	NULL	NULL	NULL	NULL
NULL	Aye a nicca is tired tho!	NULL	NULL	NULL	NULL	NULL
4950.0	@user @user ching chong music 	offensive_hateful	indirect	anger_confusion_sadness_indifference_disgust	origin	asians
NULL	Norwalk ghetto af lol all of a sudden everyone a dodger and raider fan	NULL	NULL	NULL	NULL	NULL
2750.0	really hot cock! need cock sissy faggot mouth ass! @url	offensive_normal	indirect	anger_fear_shock_indifference_disgust	sexual_orientation	special_needs
NULL	"RT @RapBars_: Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life"""	NULL	NULL	NULL	NULL	NULL
1537.0	@user @user دين خنازير لعنة الله على من أسسه الخنزير اليهودي إبن سبأ و الخنزير أبو لؤلؤة المجوسي النجس اللهم طهر الأرض منهم	hateful	direct	indifference	religion	other
530.0	@user @user هو من جماعة شرب بول  البعير حلال والأرض مسطحة وثابتة والشمس  تدور حولها  @url	disrespectful	direct	indifference	origin	individual
NULL	#Yankees Damn you DirectTv blackout the Yankee game. With a freaking WALK OFF! You're killing me satellite douche.	NULL	NULL	NULL	NULL	NULL
458.0	@user @user انت قلت يا كثر قصص التحرش انا معاك فعلاً عن التحرش و التحرش في كل مكان ولكن هل الفتاة بين هؤلاء… @url	normal	indirect	indifference_disgust	other	women
NULL	مبادرة بيروت للسلام عام بحضور الرئيس المقاوم اميل لحود ورئيس مجلس النواب الاستاذ نبيه بري رئيس حركة امل، تحدثت عن سلا…	NULL	NULL	NULL	NULL	NULL
